id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00017130,Female,594,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",14,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,159,Somewhat often,No,74,Generally correct,Not too worried,"Yes, both doses",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat easy,Very easy,Very easy,No,No, , , , , ,Yes,No,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,274, , , , ,0,No,No,No,No,No,No,73,76, ,65+,65+,65+,75+,65+,No,Never been married,Retired,RETIRED, ,No,No,Covered by health insurance, ,MEDICAID, , ,Female,FEMALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$30,000 to less than $40,000",LESS THAN $40K,"Yes, have cell phone", , ,English,1,Yes,969,Illinois,North Central,Highest,210217, ,landline,Main RDD Else,27002816,Illinois,North Central,East North Central,C,Federal,Yes,Yes - Democratic/Independent,.7064,7.9628,.3475,.6512, ,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,East North Central,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",LL RDD,Automatic,59,0,ILLINOIS,1,Suburban,Suburban
00017211,Female,555,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",30,Some,Don't know,Don't know,Not enough,Don't know,Don't know,Favor,Favor,155,Never,No,38,Generally correct,Not too worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Very easy,Very easy,Very easy,No,No, , , , , ,No,Yes,Not at all worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,263, , , , ,0,No,No,No,No,No,No,69,83, ,65+,65+,65+,75+,65+,No,Divorced,Retired,RETIRED, ,No,No,Covered by health insurance, ,Somewhere else,Kaiser, ,Female,FEMALE,Yes,No,No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,Don't Know,DK/RF,"Yes, have cell phone", , ,English,1,Yes,1024,California,West,4,210218, ,landline,Main RDD Else,27012326,California,West,Pacific,P,State,Yes,Yes - Democratic/Independent,.7064,6.5931,.2877,.5392,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,Pacific,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",LL RDD,Automatic,53,3,CALIFORNIA,1,Suburban,Suburban
00017331,Female,738,No,Refused, ,DK/RF, ,DK/RF,41,Some,Approve,About the right amount,Not enough,Very favorable,Keep the law as it is,Favor,Favor,176,Somewhat often,No,57,Generally correct,Somewhat worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat difficult,Somewhat difficult,Very easy,Yes,Yes,"Gotten an appointment, but have not gotten their first dose",Somewhat difficult,Somewhat difficult, , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,367, , , , ,0,No,No,No,No,No,No,97,67, ,65+,65+,65+,60-69,65+,No,Married,Retired,RETIRED, ,No,"Yes, me",Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,No,"Yes, respondent",Refused,Refused,UNDESIGNATED,UNDESIGNATED,Don't Know,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Refused,DK/RF,"Yes, have cell phone", , ,English,Don't know/Refused,Yes,1171,Maryland,South,4,210219, ,landline,Main RDD Hi AA,26003130,Maryland,South,South Atlantic,E,State,Yes,Yes - Republican Governor,.3064,3.2221,.1406,.2635,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,South Atlantic,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",LL RDD,Automatic,62,6,MARYLAND,1,Suburban,Suburban
00017392,Male,509,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Oppose,Favor,142,Somewhat often,No,32,Generally correct,Not too worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat easy,Very easy,Very easy,Yes,Yes,"Gotten an appointment, but have not gotten their first dose",Somewhat easy,Very easy, , ,No,Yes,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,254, , , , ,0,No,No,No,No,No,No,63,86, ,65+,65+,65+,75+,65+,No,Living with a partner,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Male,MALE,Yes,No,"Yes, both respondent and someone else in household",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+,"Yes, have cell phone", , ,English,2,Yes,792,Pennsylvania,Northeast,Highest,210215, ,landline,Main RDD Else,27006533,Pennsylvania,Northeast,Mid Atlantic,E,State,Yes,Yes - Democratic/Independent,.8919,11.49,.5014,.9397,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,Mid Atlantic,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),LL RDD,Automatic,62,0,PENNSYLVANIA,1,Urban,Urban
00017525,Female,1092,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",53,Not too much,Approve,Not enough,Not enough,Very favorable,None of these/Something else (Vol.),Don't know,Favor,241,Never,No,40,Generally underestimated,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Have enough information,Have enough information,Have enough information, ,Don't know,No, , , , ,No,No, , , , ,No,No,Don't know,Not too worried,Not too concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Very likely,Very likely,A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,Your own doctor's office,678, , , , ,0,No,No,No,No,No,No,80,64, ,18-64,50-64,55-64,60-69,45-64,No,Don't Know,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No,No,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Female,FEMALE,No,"Yes, someone else tested positive","Yes, respondent",Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K,"No, do not",No, ,English,1,Yes,1541,Maine,Northeast,Lowest,210218, ,landline,Main RDD Else,27008007,Maine,Northeast,New England,E,Partnership,Yes,Yes - Democratic/Independent,1.6971,56.27,2.4556,4.6018, ,40-64,Got vaccine/ASAP,No,No,Do not know anyone vaccinated,No one close vaccinated,English,New England,sex = rsex,LLO,LLO HH,Non-core,Rural (CDC=4-6),LL RDD,Automatic,84,6,MAINE,1,Rural,Rural
00017689,Female,552,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,164,Very often,No,33,Generally underestimated,Somewhat worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat difficult,Somewhat difficult,Somewhat difficult,Yes,No,Gotten at least one dose of the vaccine,Somewhat difficult, , , ,No,Yes,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,267, , , , ,0,No,No,No,No,No,No,70,75, ,65+,65+,65+,75+,65+,No,Divorced,Retired,RETIRED, ,No,"Yes, me",Covered by health insurance, ,Medicare, , ,Female,FEMALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+,"Yes, have cell phone", , ,English,1,Yes,905,California,West,Highest,210215, ,landline,Main RDD Else,27012249,California,West,Pacific,P,State,Yes,Yes - Democratic/Independent,.7064,6.9345,.3026,.5671,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,Pacific,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),LL RDD,Automatic,62,0,CALIFORNIA,1,Suburban,Urban
00017692,Female,656,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Not at all,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Oppose,Oppose,155,Not too often,No,37,Generally correct,Very worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Very worried,Not at all concerned,Very concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,362, , , , ,0,Yes,No,Yes,No,No,Yes,84,53, ,18-64,50-64,45-54,40-59,45-64,Yes,Married,Employed full-time,EMPLOYED,No,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,No,"Yes, someone else in household tested positive",No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K,"Yes, have cell phone", , ,English,1,Yes,975,Louisiana,South,2,210217, ,landline,Main RDD Else,27000357,Louisiana,South,West South Central,C,Federal,Yes,Yes - Democratic/Independent,.7064,14.822,.6468,1.2122,Do knot know someone who has gotten vaccine,40-64,Definitely not,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Small metro,Rural (CDC=4-6),LL RDD,Automatic,70,0,LOUISIANA,1,Suburban,Suburban
00017696,Male,687,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",21,Not too much,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Oppose,175,Never,No,48,Generally correct,Very worried,"Yes, single dose",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,"Probably follow most social distancing guidelines, but not as strictly", , , ,Somewhat easy,Very difficult,Somewhat difficult,Yes,Yes,Gotten at least one dose of the vaccine,Somewhat easy,Somewhat difficult, , ,Yes,No,Very worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,348, , , , ,0,No,No,No,No,No,Yes,95,73, ,65+,65+,65+,70-74,65+,No,Married,Retired,RETIRED, ,No,"Yes, a family member",Covered by health insurance, ,Medicare, , ,Male,MALE,Yes,"Yes, someone else tested positive","Yes, respondent",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K,"Yes, have cell phone", , ,English,2,Yes,1141,Wisconsin,North Central,Lowest,210215, ,landline,Main RDD Else,27001663,Wisconsin,North Central,East North Central,C,Federal,No/Maybe,No/Maybe,.8919,10.993,.4797,.899,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,East North Central,sex = rsex,Dual,Dual HH,Micropolitan,Rural (CDC=4-6),LL RDD,Automatic,64,0,WISCONSIN,1,Rural,Rural
00017750,Male,754,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",17,A lot,Approve,About the right amount,Not enough,Very favorable,Build on what the law does,Favor,Favor,117,Somewhat often,No,29,Generally correct,Not too worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in household",No difference,Have enough information,Have enough information,Have enough information, ,No,No, , , , ,No,No, , , , ,No,Yes,Yes,Not at all worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Very likely,Very likely,Very likely,Not at all likely,Very likely,Very likely,Not at all likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,NOT A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government, , , , , , , , , ,No preference (Vol.),493,Very confident,Very confident, , ,30,No,No,No,No,No,No,68,62, ,18-64,50-64,55-64,60-69,45-64,No,Married,Employed part-time,EMPLOYED,No,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Male,MALE,Yes,"Yes, someone else tested positive","Yes, respondent",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K,"Yes, have cell phone", , ,English,2,Yes,1308,Florida,South,4,210215, ,landline,RDD HI AA OS,28003297,Florida,South,South Atlantic,E,Federal,No/Maybe,No/Maybe,.5867,1.5272,.0666,.1249,Only know someone who has gotten vaccine,40-64,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,South Atlantic,sex = rsex,Dual,Dual HH,Large central metro,Urban (CDC=1),LL RDD OS,Automatic,89,0,FLORIDA,1,Urban,Urban
00018168,Female,537,No,Refused, ,DK/RF, ,DK/RF,25,Not too much,Disapprove,Not enough,Too much,Very unfavorable,Repeal the entire law,Favor,Oppose,155,Not too often,No,34,Generally exaggerated,Somewhat worried,"Yes, single dose",Completed process on their own, ,Both (Vol.), , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Somewhat difficult,Somewhat difficult,Very easy,Yes,Yes,Gotten at least one dose of the vaccine,Somewhat difficult,Somewhat easy, , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,260, , , , ,0,No,No,No,No,No,No,63,60, ,18-64,50-64,55-64,60-69,45-64,No,Married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,"Yes, someone else tested positive","Yes, both respondent and someone else in household",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K,"Yes, have cell phone", , ,English,3,Yes,898,Oregon,West,Lowest,210216, ,landline,Main RDD Else,27010992,Oregon,West,Pacific,M,Partnership,Yes,Yes - Democratic/Independent,.9775,4.2491,.1854,.3475,Respondent has gotten vaccine,40-64,Got vaccine/ASAP,Yes,No,Personally vaccinated,Personally vaccinated,English,Pacific,sex = rsex,Dual,Dual HH,Micropolitan,Rural (CDC=4-6),LL RDD,Automatic,63,1,OREGON,1,Suburban,Rural
00018178,Female,904,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",18,Not too much,Approve,About the right amount,About the right amount,Very favorable,Build on what the law does,Oppose,Favor,159,Somewhat often,No,31,Generally correct,Somewhat worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Have enough information, ,No,No, , , , ,Yes,Yes,Gotten at least one dose of the vaccine,Very easy,Very easy, ,No,No,Yes,Not too worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,Your own doctor's office,631, , , , ,0,No,No,No,No,No,No,65,68, ,65+,65+,65+,60-69,65+,No,Divorced,Retired,RETIRED, ,No,No,Covered by health insurance, ,Medicare, , ,Female,FEMALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$30,000 to less than $40,000",LESS THAN $40K,"Yes, have cell phone", , ,English,1,Yes,1219,Texas,South,3,210215, ,landline,Main RDD Else,27010912,Texas,South,West South Central,M,Federal,No/Maybe,No/Maybe,.7064,9.5619,.4173,.782,Do knot know someone who has gotten vaccine,65+,Only if required,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",LL RDD,Automatic,86,1,TEXAS,1,Urban,Urban
